value,count
air.get_array_size_depth_2d_array,13
air.get_array_size_depth_2d_ms_array,13
air.get_height_depth_2d_array,13
air.get_height_depth_2d_ms_array,13
air.get_width_depth_2d_array,13
air.get_width_depth_2d_ms_array,13
air.get_width_texture_2d,13
air.get_width_texture_2d_array,13
air.get_width_texture_2d_ms,13
air.get_width_texture_2d_ms_array,13
air.get_width_texture_3d,13
air.read_depth_2d.f32,13
air.ctz.i32,13
air.fabs.v16f64,13
air.sincos.f16,13
air.atomic.global.add.s.i32,12
air.atomic.global.sub.s.i32,12
air.get_read_sampler,12
air.get_array_size_texture_1d_array,12
air.get_array_size_texture_2d_array,12
air.get_array_size_texture_2d_ms_array,12
air.get_depth_texture_3d,12
air.get_height_texture_2d,12
air.get_height_texture_2d_array,12
air.get_height_texture_2d_ms,12
air.get_height_texture_2d_ms_array,12
air.get_height_texture_3d,12
air.convert.f.v2f32.s.v2i32,12
air.dot.f32,12
air.dot.v2f16,12
air.dot.v3f16,12
air.dot.v4f16,12
air.dot.v4f32,12
air.fabs.f64,12
air.fabs.v16f16,12
air.fabs.v2f16,12
air.fabs.v2f64,12
air.fabs.v3f16,12
air.fabs.v3f64,12
air.fabs.v4f16,12
air.fabs.v4f64,12
air.fabs.v8f16,12
air.fabs.v8f64,12
air.rint.f32,12
air.,12
air.command.buffer.get_size_command_buffer,12
air.compute.pipeline.state.set_kernel_buffer_compute_command,12
air.imageblock.imageblock_explicit_data,12
air.os.log.os_log,12
air..acceleration.structure.base.get_instance_count_instance_acceleration_structure,12
air..acceleration.structure.base.get_instance_acceleration_structure_instance_acceleration_structure,12
air..acceleration.structure.base.get_primitive_acceleration_structure_instance_acceleration_structure,12
air.intersection.result.get_size_intersection_function_table,12
air.intersection.result.get_visible_function_table_intersection_function_table,12
air.intersection.result.set_visible_function_table_intersection_function_table,12
air...tensor.observer.get_extent_tensor,12
air...tensor.observer.get_stride_tensor,12
air.function.handle.get_null_function_handle,12
air..depth2d.sample.calculate_clamped_lod_depth_2d_t,12
air..depth2d.sample.calculate_unclamped_lod_depth_2d_t,12
air..depth2d.array.sample.calculate_clamped_lod_depth_2d_array_t,12
air..depth2d.array.sample.calculate_unclamped_lod_depth_2d_array_t,12
air..depth2d.array.get_width_depth_2d_array_t,12
air..depth2d.array.get_height_depth_2d_array_t,12
air..depth2d.array.get_array_size_depth_2d_array_t,12
air..depth2d.array.get_num_mip_levels_depth_2d_array_t,12
air..depth2d.ms.array.get_width_depth_2d_ms_array_t,12
air..depth2d.ms.array.get_height_depth_2d_ms_array_t,12
air..depth2d.ms.array.get_array_size_depth_2d_ms_array_t,12
air..depth2d.ms.array.get_num_samples_depth_2d_ms_array_t,12
air..depthcube.sample.calculate_clamped_lod_depth_cube_t,12
air..depthcube.sample.calculate_unclamped_lod_depth_cube_t,12
air..depthcube.array.sample.calculate_clamped_lod_depth_cube_array_t,12
air..depthcube.array.sample.calculate_unclamped_lod_depth_cube_array_t,12
air..depthcube.array.get_width_depth_cube_array_t,12
air..depthcube.array.get_height_depth_cube_array_t,12
air..depthcube.array.get_array_size_depth_cube_array_t,12
air..depthcube.array.get_num_mip_levels_depth_cube_array_t,12
air..texture1d.fence_texture_1d_t,12
air..texture1d.get_width_texture_1d_t,12
air..texture1d.get_num_mip_levels_texture_1d_t,12
air..texture1d.array.fence_texture_1d_array_t,12
air..texture1d.array.get_width_texture_1d_array_t,12
air..texture1d.array.get_array_size_texture_1d_array_t,12
air..texture1d.array.get_num_mip_levels_texture_1d_array_t,12
air..texture2d.sample.calculate_clamped_lod_texture_2d_t,12
air..texture2d.sample.calculate_unclamped_lod_texture_2d_t,12
air..texture2d.fence_texture_2d_t,12
air..texture2d.get_width_texture_2d_t,12
air..texture2d.get_height_texture_2d_t,12
air..texture2d.get_num_mip_levels_texture_2d_t,12
air..texture2d.array.sample.calculate_clamped_lod_texture_2d_array_t,12
air..texture2d.array.sample.calculate_unclamped_lod_texture_2d_array_t,12
air..texture2d.array.fence_texture_2d_array_t,12
air..texture2d.array.get_width_texture_2d_array_t,12
air..texture2d.array.get_height_texture_2d_array_t,12
air..texture2d.array.get_array_size_texture_2d_array_t,12
air..texture2d.array.get_num_mip_levels_texture_2d_array_t,12
air..texture2d.ms.get_width_texture_2d_ms_t,12
air..texture2d.ms.get_height_texture_2d_ms_t,12
air..texture2d.ms.get_num_samples_texture_2d_ms_t,12
air..texture2d.ms.array.get_width_texture_2d_ms_array_t,12
air..texture2d.ms.array.get_height_texture_2d_ms_array_t,12
air..texture2d.ms.array.get_array_size_texture_2d_ms_array_t,12
air..texture2d.ms.array.get_num_samples_texture_2d_ms_array_t,12
air..texture3d.sample.calculate_clamped_lod_texture_3d_t,12
air..texture3d.sample.calculate_unclamped_lod_texture_3d_t,12
air..texture3d.fence_texture_3d_t,12
air..texture3d.get_width_texture_3d_t,12
air..texture3d.get_height_texture_3d_t,12
air..texture3d.get_depth_texture_3d_t,12
air..texture3d.get_num_mip_levels_texture_3d_t,12
air..texture.buffer.fence_texture_buffer_1d_t,12
air..texture.buffer.get_width_texture_buffer_1d_t,12
air..texturecube.sample.calculate_clamped_lod_texture_cube_t,12
air..texturecube.sample.calculate_unclamped_lod_texture_cube_t,12
air..texturecube.fence_texture_cube_t,12
air..texturecube.get_width_texture_cube_t,12
air..texturecube.get_height_texture_cube_t,12
air..texturecube.get_num_mip_levels_texture_cube_t,12
air..texturecube.array.sample.calculate_clamped_lod_texture_cube_array_t,12
air..texturecube.array.sample.calculate_unclamped_lod_texture_cube_array_t,12
air..texturecube.array.fence_texture_cube_array_t,12
air..texturecube.array.get_width_texture_cube_array_t,12
air..texturecube.array.get_height_texture_cube_array_t,12
air..texturecube.array.get_array_size_texture_cube_array_t,12
air..texturecube.array.get_num_mip_levels_texture_cube_array_t,12
air.convert.f.f32.u,12
air.get_null_global_tensor,11
air.get_num_samples_depth_2d_ms,11
air.get_num_samples_depth_2d_ms_array,11
air.get_width_texture_1d,11
air.get_width_texture_1d_array,11
air.get_width_texture_buffer_1d,11
air.location_index,11
air.fast_rsqrt,11
air.fast_saturate,11
air.fast_sqrt,11
air.floor.v16f64,11
air.fmax.v16f64,11
air.fmin.v16f64,11
air.trunc.v16f64,11
air.convert.u.i32.f.f32,11
air.fmax.f16,11
air.atomic.global.and.s.i32,10
air.atomic.global.max.s.i32,10
air.atomic.global.min.s.i32,10
air.atomic.global.or.s.i32,10
air.atomic.global.xor.s.i32,10
air.dot.f64,10
air.get_num_samples_texture_2d_ms,10
air.get_num_samples_texture_2d_ms_array,10
air.get_private_data,10
air.lgamma_r.v16f64,10
air.remquo.v16f64,10
air.sincos.v16f64,10
air.floor.v16f16,10
air.floor.v2f16,10
air.floor.v2f64,10
air.floor.v3f16,10
air.floor.v3f64,10
air.floor.v4f16,10
air.floor.v4f64,10
air.floor.v8f16,10
air.floor.v8f64,10
air.fmax.v16f16,10
air.fmax.v2f16,10
air.fmax.v2f64,10
air.fmax.v3f16,10
air.fmax.v3f64,10
air.fmax.v4f16,10
air.fmax.v4f64,10
air.fmax.v8f16,10
air.fmax.v8f64,10
air.fmin.v16f16,10
air.fmin.v2f16,10
air.fmin.v2f64,10
air.fmin.v3f16,10
air.fmin.v3f64,10
air.fmin.v4f16,10
air.fmin.v4f64,10
air.fmin.v8f16,10
air.fmin.v8f64,10
air.trunc.f64,10
air.trunc.v16f16,10
air.trunc.v2f16,10
air.trunc.v2f64,10
air.trunc.v3f16,10
air.trunc.v3f64,10
air.trunc.v4f16,10
air.trunc.v4f64,10
air.trunc.v8f16,10
air.trunc.v8f64,10
air.fence_,10
air.buffer_size,9
air.get_buffer_intersection_function_table.p1i8,9
air.get_imageblock_width,9
air.get_width_depth_2d_ms,9
air.mul_hi.s.i8,9
air.set_buffer_intersection_function_table.p1i8,9
air.fract.v16f64,9
air.sample_depth_2d.f32,9
air.sample_depth_2d_array.f32,9
air.store.system_coherent.volatile,9
air.clz.i32,9
air.clz.i8,9
air.dot.v2f64,9
air.dot.v3f64,9
air.dot.v4f64,9
air.fmod.f16,9
air.lgamma_r.f16,9
air.lgamma_r.f32,9
air.lgamma_r.f64,9
air.lgamma_r.v16f16,9
air.lgamma_r.v16f32,9
air.lgamma_r.v2f16,9
air.lgamma_r.v2f32,9
air.lgamma_r.v2f64,9
air.lgamma_r.v3f16,9
air.lgamma_r.v3f32,9
air.lgamma_r.v3f64,9
air.lgamma_r.v4f16,9
air.lgamma_r.v4f32,9
