value,count
"metal::texture3d<unsigned int, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::texturecube<half, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::texturecube<unsigned int, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::texture_buffer<float, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::depth2d<float, metal::access::read, metal::memory_coherence_threadgroup>",72
"metal::texturecube<float, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::texturecube<int, metal::access::write, metal::memory_coherence_threadgroup>",72
"metal::array<metal::texture2d<float, metal::access::sample, metal::memory_coherence_threadgroup>, 2>",48
"const constant metal::array<metal::texture2d<float, metal::access::sample, metal::memory_coherence_threadgroup>, 2>",48
"metal::texture1d_array<float, metal::access::sample, metal::memory_coherence_threadgroup>",48
"metal::depth2d_array<float, metal::access::sample, metal::memory_coherence_threadgroup>",48
"metal::depthcube_array<float, metal::access::sample, metal::memory_coherence_threadgroup>",48
"metal::texture1d<float, metal::access::read_write, metal::memory_coherence_threadgroup>",48
"metal::texture2d<float, metal::access::read_write, metal::memory_coherence_threadgroup>",48
"metal::texture2d_array<float, metal::access::read_write, metal::memory_coherence_threadgroup>",48
"metal::texture3d<float, metal::access::read_write, metal::memory_coherence_threadgroup>",48
MeshVertex,44
void,24
(lambda at /tmp/metal-ast-ios-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-ios-sim-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-macos-air32/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-macos-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-tvos-air32/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-tvos-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-tvos-sim-air32/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-tvos-sim-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-watchos-air32/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-watchos-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-watchos-sim-air32/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-watchos-sim-air64/src/codegen_all.metal:18:12),16
(lambda at /tmp/metal-ast-ios-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-ios-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-ios-sim-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-ios-sim-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-macos-air32/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-macos-air32/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-macos-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-macos-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-tvos-air32/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-tvos-air32/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-tvos-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-tvos-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-tvos-sim-air32/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-tvos-sim-air32/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-tvos-sim-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-tvos-sim-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-watchos-air32/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-watchos-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-watchos-sim-air32/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-watchos-sim-air64/src/cx/cxx_010_lambda_generic.metal:4:12),8
(lambda at /tmp/metal-ast-watchos-air32/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-watchos-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-watchos-sim-air32/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
(lambda at /tmp/metal-ast-watchos-sim-air64/src/cx/cxx_009_lambda_capture_by_ref.metal:5:12),8
