value,count
io_dump_eft,172
builtins_dump_m21,152
MeshType,132
triangle,132
mesh,132
set_vertex,132
_mesh_vertex_ext,132
set_threadgroups_per_grid,132
operator new,130
operator new[],130
operator delete,130
operator delete[],130
~RayPayload,120
address_spaces_ray_data_all,120
bary,120
result,120
as,120
metal_raytracing_object_types_all,120
vft,120
ift,120
rt,120
raytracing_all,120
raytracing_metal2_all,120
hit,120
atomic_fetch_add,118
builtin_atomic_all,118
builtin_geometry_all,118
project,118
builtin_math_clamp_all,118
lerp,118
mad,118
builtin_math_exp_all,118
exp10,118
expm1,118
pown,118
powr,118
rootn,118
builtin_math_special_all,118
degrees,118
radians,118
erf,118
erfc,118
tgamma,118
lgamma,118
frexp,118
ldexp,118
ilogb,118
builtin_raytracing_all,118
builtin_simd_other_all,118
simd_active_ballot,118
simd_active_min,118
simd_active_max,118
simd_active_sum,118
quad_any,118
quad_all,118
builtin_simd_reduce_all,118
simd_count_true,118
simd_scan_exclusive_min,118
simd_scan_inclusive_min,118
simd_scan_exclusive_max,118
simd_scan_inclusive_max,118
builtin_tex_00_texture1d_sample_float,118
float1,118
builtin_tex_02_texture1d_write_float,118
builtin_tex_04_texture2d_read_float,118
builtin_tex_06_texture2d_sample_half,118
builtin_tex_08_texture2d_read_uint,118
builtin_tex_10_texture2d_array_read_float,118
builtin_tex_12_texture2d_ms_read_float,118
builtin_tex_14_texture3d_read_float,118
builtin_tex_16_texturecube_sample_float,118
builtin_tex_18_texturecube_array_sample_float,118
builtin_tex_20_texture_buffer_write_float,118
builtin_tex_22_depth2d_read_float,118
_depth2d_read,118
builtin_vector_ops_all,118
convert,118
pack_half,118
unpack_half,118
pack_float_to_snorm,118
unpack_snorm_to_float,118
pack_float_to_unorm,118
unpack_unorm_to_float,118
pack_snorm,118
unpack_snorm,118
pack_unorm,118
unpack_unorm,118
conv_001_bool_to_uchar,118
conv_003_bool_to_ushort,118
conv_005_bool_to_uint,118
conv_007_bool_to_float,118
conv_009_char_to_uchar,118
conv_011_char_to_ushort,118
conv_013_char_to_uint,118
conv_015_char_to_float,118
conv_017_uchar_to_char,118
conv_019_uchar_to_ushort,118
conv_021_uchar_to_uint,118
conv_023_uchar_to_float,118
conv_025_short_to_char,118
conv_027_short_to_ushort,118
conv_029_short_to_uint,118
conv_031_short_to_float,118
conv_033_ushort_to_char,118
conv_035_ushort_to_short,118
conv_037_ushort_to_uint,118
conv_039_ushort_to_float,118
conv_041_int_to_char,118
conv_043_int_to_short,118
conv_045_int_to_uint,118
conv_047_int_to_float,118
conv_049_uint_to_char,118
conv_051_uint_to_short,118
conv_053_uint_to_int,118
conv_055_uint_to_float,118
conv_057_half_to_char,118
conv_059_half_to_short,118
conv_061_half_to_int,118
conv_063_half_to_float,118
conv_065_float_to_char,118
conv_067_float_to_short,118
conv_069_float_to_int,118
conv_071_float_to_half,118
conv_073_float2_to_float,118
conv_075_float3_to_float,118
conv_077_float4_to_float,118
conv_079_half2_to_half,118
conv_081_half3_to_half,118
conv_083_half4_to_half,118
conv_085_int2_to_int,118
conv_087_int3_to_int,118
conv_089_int4_to_int,118
conv_091_uint2_to_uint,118
conv_093_uint3_to_uint,118
conv_095_uint4_to_uint,118
conv_097_float3_to_half3,118
conv_099_float2_to_int2,118
conv_101_float4_to_int4,118
conv_103_float3_to_uint3,118
conv_105_half2_to_float2,118
conv_107_half4_to_float4,118
conv_109_half3_to_int3,118
conv_111_half2_to_uint2,118
conv_113_half4_to_uint4,118
conv_115_int3_to_float3,118
conv_117_int2_to_half2,118
conv_119_int4_to_half4,118
conv_121_int3_to_uint3,118
conv_123_uint2_to_float2,118
conv_125_uint4_to_float4,118
conv_127_uint3_to_half3,118
conv_129_uint2_to_int2,118
conv_131_uint4_to_int4,118
conv_133_packed_float3_to_float3,118
conv_135_packed_half2_to_half2,118
conv_137_packed_half4_to_half4,118
conv_139_packed_int3_to_int3,118
conv_141_packed_uint2_to_uint2,118
conv_143_packed_uint4_to_uint4,118
conv_145_packed_short3_to_short3,118
conv_147_packed_ushort2_to_ushort2,118
conv_149_packed_ushort4_to_ushort4,118
conv_151_packed_char3_to_char3,118
conv_153_packed_uchar2_to_uchar2,118
conv_155_packed_uchar4_to_uchar4,118
conv_157_mat_float2x3,118
conv_159_mat_float3x2,118
conv_161_mat_float3x4,118
conv_163_mat_float4x3,118
conv_165_mat_half2x2,118
conv_167_mat_half2x4,118
conv_169_mat_half3x3,118
conv_171_mat_half4x2,118
conv_173_mat_half4x4,118
conv_175_astype_uint_to_float,118
conv_177_astype_short_to_half,118
conv_179_astype_uint2_to_float2,118
conv_181_astype_short_to_half2,118
conv_183_astype_uint_to_int,118
dp,118
mtl,118
Color,118
Red,118
Blue,118
~Vec,118
sel,118
~P2,118
b1,118
b2,118
b3,118
b5,118
b6,118
b7,118
b8,118
b9,118
b10,118
b11,118
b12,118
b13,118
b14,118
b15,118
b16,118
b17,118
b18,118
b19,118
b20,118
b21,118
b22,118
b23,118
b24,118
b25,118
b26,118
b27,118
b28,118
b29,118
b30,118
t25,118
t26,118
t27,118
t28,118
t29,118
t30,118
_depth2d_gather,118
unknown_func,118
~S,118
intrinsics_half_ops_all,118
intrinsics_math_binary_all,118
intrinsics_math_unary_all,118
intrinsics_texture_ops_all,118
vv,118
sii,118
k_add,118
k_mul,118
k_max,118
k_min,118
v_main,118
f_main,118
k_main,118
k_sample,118
k_read,118
k_write,118
vk,118
texm_000_texture2d_sample_basic_float,118
texm_002_texture2d_sample_bias_float,118
texm_004_texture2d_sample_offset_float,118
texm_006_texture2d_gather_offset_float,118
texm_008_texture2d_read_lod_float,118
texm_010_texture2d_sample_basic_half,118
texm_012_texture2d_sample_bias_half,118
texm_014_texture2d_sample_offset_half,118
texm_016_texture2d_gather_offset_half,118
texm_018_texture2d_read_lod_half,118
texm_020_texture2d_sample_basic_int,118
texm_022_texture2d_sample_bias_int,118
texm_024_texture2d_sample_offset_int,118
texm_026_texture2d_gather_offset_int,118
texm_028_texture2d_read_lod_int,118
texm_030_texture2d_sample_basic_uint,118
texm_032_texture2d_sample_bias_uint,118
texm_034_texture2d_sample_offset_uint,118
texm_036_texture2d_gather_offset_uint,118
texm_038_texture2d_read_lod_uint,118
texm_040_texture2d_array_sample_basic_float,118
texm_042_texture2d_array_sample_bias_float,118
texm_044_texture2d_array_sample_offset_float,118
texm_046_texture2d_array_gather_offset_float,118
texm_048_texture2d_array_read_lod_float,118
texm_050_texture2d_array_sample_basic_half,118
texm_052_texture2d_array_sample_bias_half,118
texm_054_texture2d_array_sample_offset_half,118
texm_056_texture2d_array_gather_offset_half,118
texm_058_texture2d_array_read_lod_half,118
texm_060_texture2d_array_sample_basic_int,118
texm_062_texture2d_array_sample_bias_int,118
texm_064_texture2d_array_sample_offset_int,118
texm_066_texture2d_array_gather_offset_int,118
texm_068_texture2d_array_read_lod_int,118
texm_070_texture2d_array_sample_basic_uint,118
texm_072_texture2d_array_sample_bias_uint,118
texm_074_texture2d_array_sample_offset_uint,118
texm_076_texture2d_array_gather_offset_uint,118
texm_078_texture2d_array_read_lod_uint,118
texm_080_texture1d_sample_basic_float,118
texm_082_texture1d_sample_bias_float,118
texm_084_texture1d_sample_offset_float,118
texm_086_texture1d_read_lod_float,118
texm_088_texture1d_sample_basic_half,118
texm_090_texture1d_sample_bias_half,118
texm_092_texture1d_sample_offset_half,118
texm_094_texture1d_read_lod_half,118
texm_096_texture1d_sample_basic_int,118
texm_098_texture1d_sample_bias_int,118
texm_100_texture1d_sample_offset_int,118
texm_102_texture1d_read_lod_int,118
texm_104_texture1d_sample_basic_uint,118
texm_106_texture1d_sample_bias_uint,118
texm_108_texture1d_sample_offset_uint,118
texm_110_texture1d_read_lod_uint,118
texm_112_texture3d_sample_basic_float,118
texm_114_texture3d_sample_bias_float,118
texm_116_texture3d_sample_offset_float,118
texm_118_texture3d_read_lod_float,118
texm_120_texture3d_sample_basic_half,118
texm_122_texture3d_sample_bias_half,118
texm_124_texture3d_sample_offset_half,118
texm_126_texture3d_read_lod_half,118
texm_128_texture3d_sample_basic_int,118
texm_130_texture3d_sample_bias_int,118
texm_132_texture3d_sample_offset_int,118
texm_134_texture3d_read_lod_int,118
texm_136_texture3d_sample_basic_uint,118
texm_138_texture3d_sample_bias_uint,118
texm_140_texture3d_sample_offset_uint,118
texm_142_texture3d_read_lod_uint,118
texm_144_texturecube_sample_basic_float,118
texm_146_texturecube_sample_bias_float,118
texm_148_texturecube_read_basic_float,118
texm_150_texturecube_write_float,118
texm_152_texturecube_sample_level_half,118
texm_154_texturecube_sample_offset_half,118
texm_156_texturecube_read_lod_half,118
texm_158_texturecube_sample_basic_int,118
texm_160_texturecube_sample_bias_int,118
texm_162_texturecube_read_basic_int,118
texm_164_texturecube_write_int,118
texm_166_texturecube_sample_level_uint,118
texm_168_texturecube_sample_offset_uint,118
texm_170_texturecube_read_lod_uint,118
texq_172_texture2d_get_width,118
texq_174_texture2d_get_num_mip_levels,118
texq_176_texture2d_array_get_height,118
texq_178_texture2d_array_get_num_mip_levels,118
texq_180_texture1d_get_height,118
texq_182_texture3d_get_width,118
texq_184_texture3d_get_depth,118
get_depth,118
texq_186_texturecube_get_width,118
texq_188_texturecube_get_num_mip_levels,118
internal_name,118
builtin_color_all,118
builtin_integer_all,118
addsat,118
subsat,118
rhadd,118
mul24,118
mad24,118
madsat,118
reverse_bits,118
bitfield_extract,118
bitfield_insert,118
builtin_math_compare_all,118
fabs,118
isequal,118
isnotequal,118
isless,118
isgreater,118
islessequal,118
isgreaterequal,118
signbit,118
nextafter,118
builtin_math_round_all,118
fmod,118
remainder,118
remquo,118
builtin_math_trig_all,118
atan2,118
asinh,118
acosh,118
atanh,118
sincospi,118
builtin_simd_matrix_all,118
builtin_simd_prefix_all,118
builtin_simd_shuffle_all,118
builtin_tex_01_texture1d_read_float,118
builtin_tex_03_texture2d_sample_float,118
builtin_tex_05_texture2d_write_float,118
builtin_tex_07_texture2d_read_int,118
builtin_tex_09_texture2d_array_sample_float,118
builtin_tex_11_texture2d_array_write_float,118
builtin_tex_13_texture3d_sample_float,118
builtin_tex_15_texture3d_write_float,118
builtin_tex_17_texturecube_read_float,118
builtin_tex_19_texture_buffer_read_float,118
builtin_tex_21_depth2d_sample_float,118
builtin_tex_23_depthcube_sample_float,118
_depthcube,118
_depthcube_sample,118
conv_000_bool_to_char,118
conv_002_bool_to_short,118
conv_004_bool_to_int,118
conv_006_bool_to_half,118
conv_008_char_to_bool,118
conv_010_char_to_short,118
conv_012_char_to_int,118
conv_014_char_to_half,118
conv_016_uchar_to_bool,118
conv_018_uchar_to_short,118
conv_020_uchar_to_int,118
conv_022_uchar_to_half,118
conv_024_short_to_bool,118
conv_026_short_to_uchar,118
conv_028_short_to_int,118
conv_030_short_to_half,118
conv_032_ushort_to_bool,118
conv_034_ushort_to_uchar,118
conv_036_ushort_to_int,118
conv_038_ushort_to_half,118
conv_040_int_to_bool,118
conv_042_int_to_uchar,118
conv_044_int_to_ushort,118
conv_046_int_to_half,118
conv_048_uint_to_bool,118
conv_050_uint_to_uchar,118
conv_052_uint_to_ushort,118
conv_054_uint_to_half,118
conv_056_half_to_bool,118
conv_058_half_to_uchar,118
conv_060_half_to_ushort,118
conv_062_half_to_uint,118
conv_064_float_to_bool,118
conv_066_float_to_uchar,118
conv_068_float_to_ushort,118
conv_070_float_to_uint,118
conv_072_float_to_float2,118
conv_074_float_to_float3,118
conv_076_float_to_float4,118
conv_078_half_to_half2,118
conv_080_half_to_half3,118
conv_082_half_to_half4,118
conv_084_int_to_int2,118
conv_086_int_to_int3,118
conv_088_int_to_int4,118
conv_090_uint_to_uint2,118
conv_092_uint_to_uint3,118
conv_094_uint_to_uint4,118
conv_096_float2_to_half2,118
conv_098_float4_to_half4,118
conv_100_float3_to_int3,118
conv_102_float2_to_uint2,118
conv_104_float4_to_uint4,118
conv_106_half3_to_float3,118
conv_108_half2_to_int2,118
conv_110_half4_to_int4,118
conv_112_half3_to_uint3,118
conv_114_int2_to_float2,118
conv_116_int4_to_float4,118
conv_118_int3_to_half3,118
conv_120_int2_to_uint2,118
conv_122_int4_to_uint4,118
conv_124_uint3_to_float3,118
conv_126_uint2_to_half2,118
conv_128_uint4_to_half4,118
conv_130_uint3_to_int3,118
conv_132_packed_float2_to_float2,118
conv_134_packed_float4_to_float4,118
conv_136_packed_half3_to_half3,118
