value,count
LValueToRValue,399254
NoOp,215444
VectorSplat,80526
IntegralCast,65168
FunctionToPointerDecay,58942
IntegralToFloating,58790
UncheckedDerivedToBase,25434
FloatingCast,8978
FloatingToIntegral,6692
ArrayToPointerDecay,6254
VectorConvert,5958
ConstructorConversion,5428
VectorPack,3068
IntegralToBoolean,2478
AsType,1924
Dependent,1426
FloatingToBoolean,708
NullToPointer,354
BuiltinFnToFnPtr,344
PointerToBoolean,236
BitCast,236
UserDefinedConversion,12
