value,count
air.atomic.local.add.u.i32,214
air.atomic.local.load.i32,214
llvm.memcpy.p0i8.p0i8.i32,184
llvm.dbg.declare,182
air.read_texture_cube.v4f32,166
air.read_texture_cube.v4f16,164
air.read_texture_cube.s.v4i32,164
air.read_texture_cube.u.v4i32,164
llvm.sadd.with.overflow.i32,156
air.fast_fract.v4f32,126
air.fast_saturate.f32,125
air.fabs.f16,124
air.sqrt.f16,124
air.rsqrt.f16,124
air.fast_pow.f32,124
air.fast_clamp.f32,124
air.mix.f32,124
air.fma.f32,124
air.fast_fabs.f32,124
air.fast_acos.f32,124
air.fast_asin.f32,124
air.fast_ceil.f32,124
air.fast_cos.f32,124
air.fast_exp.f32,124
air.fast_exp2.f32,124
air.fast_floor.f32,124
air.fast_fract.f32,124
air.fast_log.f32,124
air.fast_log2.f32,124
air.fast_round.f32,124
air.fast_sin.f32,124
air.fast_tan.f32,124
air.fast_trunc.f32,124
air.sign.f32,124
air.dot.v3f32,124
air.get_null_intersection_function_table,106
air.simd_prefix_exclusive_sum.u.i32,104
air.simd_prefix_inclusive_sum.u.i32,104
air.simd_prefix_exclusive_product.u.i32,104
air.simd_prefix_inclusive_product.u.i32,104
air.intersect.instancing,96
llvm.smul.with.overflow.i32,78
llvm.memcpy.p0i8.p1i8.i64,71
llvm.memcpy.p0i8.p1i8.i32,46
air.get_width_depth_2d,7
___metal_ilogb_float,5
air.read_depth_2d.f32,5
air.read_depth_2d_array.f32,4
air.sample_compare_depth_2d_array.f32,4
air.sample_compare_depth_2d.f32,4
air.sample_compare_depth_cube.f32,4
air.sample_depth_2d_grad.f32,4
air.allocate_intersection_query.instancing.triangle_data,4
air.deallocate_intersection_query.instancing.triangle_data,4
air.get_null_instance_acceleration_structure,4
air.intersect.instancing.triangle_data,4
air.get_height_depth_2d,3
air.get_width_depth_2d_array,3
air.get_width_depth_2d_ms_array,3
air.get_width_depth_cube_array,3
air.get_width_depth_cube,3
air.get_width_texture_cube_array,3
air.read_depth_2d_ms_array.f32,3
air.read_depth_cube_array.f32,3
air.read_depth_cube.f32,3
air.sample_compare_depth_2d_array_grad.f32,3
air.sample_compare_depth_2d_grad.f32,3
air.sample_compare_depth_cube_array.f32,3
air.sample_compare_depth_cube_array_grad.f32,3
air.sample_compare_depth_cube_grad.f32,3
air.sample_depth_cube_array.f32,3
air.sample_depth_cube_array_grad.f32,3
air.get_candidate_intersection_type_intersection_query.instancing.triangle_data,3
air.get_committed_intersection_type_intersection_query.instancing.triangle_data,3
air.intersect_direct_access.instancing.triangle_data,3
air.release_intersection_result.instancing.triangle_data,3
air.set_buffer_intersection_function_table.p1i8,3
air.set_fragment_buffer_render_command.p1i8,3
air.set_kernel_buffer_compute_command.p1i8,3
air.set_mesh_buffer_render_command.p1i8,3
air.set_object_buffer_render_command.p1i8,3
air.set_vertex_buffer_render_command.p1i8,3
air.get_size_visible_function_table,3
air.atomic_exchange_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_add_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_and_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_max_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_min_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_or_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_sub_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_fetch_xor_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_load_explicit_texture_buffer_1d.u.v4i32,2
air.atomic_store_explicit_texture_buffer_1d.u.v4i32,2
air.calculate_clamped_lod_depth_2d_array,2
air.calculate_clamped_lod_depth_2d,2
air.calculate_clamped_lod_depth_cube_array,2
air.calculate_clamped_lod_depth_cube,2
air.calculate_clamped_lod_texture_2d_array,2
air.calculate_clamped_lod_texture_2d,2
air.calculate_clamped_lod_texture_3d,2
air.calculate_clamped_lod_texture_cube_array,2
air.calculate_clamped_lod_texture_cube,2
air.calculate_unclamped_lod_depth_2d_array,2
air.calculate_unclamped_lod_depth_2d,2
air.calculate_unclamped_lod_depth_cube_array,2
